Name                                 IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
MA114F-3-fine-anm-00150.dat           0.227      -0.046     -0.0725     -0.0279       0.794      0.0211       0.111    -0.00709           7        0.75       0.286       0.668       0.562        1.57        1.16       0.493        1.16       0.493       0.365       0.803       0.511       0.424       0.915
MA114F-3-fine-anm-00151.dat           0.193     0.00559      0.0888     -0.0419       0.559      -0.041     -0.0385      0.0465        5.85       0.816       0.344       0.758       0.524        1.11       0.923       0.433       0.923       0.433       0.429       0.856       0.568       0.498        0.94
MA114F-3-fine-anm-00152.dat           0.169        0.32     -0.0405    1.98e-17       0.685     -0.0715     -0.0283    -0.00971        5.85       0.747       0.247       0.636       0.507        1.38       0.669       0.371       0.669       0.371       0.387       0.801       0.531       0.409       0.877
MA114F-3-fine-anm-00153.dat           0.247      -0.178    2.18e-17    1.09e-17       0.778      0.0147     -0.0232      0.0379        5.89       0.793       0.318       0.724       0.531        1.51        1.09       0.558        1.09       0.558       0.434       0.856       0.573       0.496       0.934
MA114F-3-fine-anm-00154.dat           0.242        0.02     -0.0315     -0.0176       0.941      0.0521       0.111      0.0576        6.82       0.737       0.257       0.657       0.509        1.88        1.02       0.519        1.02       0.519       0.375       0.798        0.52       0.408       0.888
MA114F-3-fine-anm-00156.dat           0.276       0.191      0.0242      0.0244       0.784      -0.079      0.0574      -0.118        7.14       0.773       0.352       0.707       0.478        1.58        1.04       0.644        1.04       0.644       0.504       0.892       0.633       0.559       0.943
MA114F-3-fine-anm-00157.dat           0.434     -0.0712     -0.0391     -0.0264        1.06      0.0815           0     0.00513           6       0.842       0.409       0.799       0.475        2.14        1.13        1.05        1.09        1.09       0.712       0.927       0.797       0.714       0.949
MA114F-3-fine-anm-00158.dat           0.238      0.0179     -0.0282     -0.0276       0.775      0.0225     -0.0163      0.0383        6.45       0.753       0.307       0.679       0.554        1.54        1.26       0.578        1.26       0.568       0.408       0.841        0.55       0.476       0.934
MA114F-3-fine-anm-00159.dat            0.36    -0.00889     -0.0189      0.0329       0.661    -0.00407      0.0647     -0.0211         5.4       0.888       0.545       0.866       0.504        1.28       0.922        1.01       0.922        1.01       0.932       0.984       0.954       0.936       0.991
MA114F-3-fine-anm-00161.dat           0.218      -0.078    -0.00985      0.0311       0.643      0.0575      0.0695     -0.0655        8.35       0.788       0.339       0.719       0.392        1.29       0.612       0.511       0.612       0.511       0.574        0.89       0.691       0.582        0.92
MA114F-3-fine-anm-00162.dat           0.298     -0.0504      0.0277      0.0418       0.808     -0.0384     -0.0279      0.0122        6.19       0.831       0.369       0.773       0.552        1.61        1.04       0.697        1.04       0.697       0.538       0.907       0.662       0.592       0.949
MA114F-3-fine-anm-00163.dat           0.227     -0.0572      0.0147    3.62e-18       0.781      0.0555     -0.0875      0.0198        6.92       0.792       0.291        0.71       0.524        1.56       0.873       0.503       0.873       0.503        0.43        0.84        0.57       0.468       0.909
MA114F-3-fine-anm-00164.dat           0.235       0.156     -0.0855      0.0339        0.62    -0.00434      0.0689     -0.0132        6.02       0.835       0.379       0.779        0.57        1.23        1.01       0.519        1.01       0.514       0.461       0.877       0.597       0.532       0.948
MA114F-3-fine-anm-00165.dat           0.262     0.00959       0.152      0.0193       0.816     -0.0579      -0.178      0.0481        5.89       0.795        0.32       0.731       0.531        1.65       0.994       0.577       0.994       0.577       0.451       0.858       0.588       0.498       0.923
MA114F-3-fine-anm-00166.dat           0.232       0.196     -0.0247    1.21e-17       0.799    -0.00176      -0.028      0.0863        6.69       0.786        0.29       0.683       0.516         1.6       0.801       0.512       0.794       0.502       0.446       0.841       0.584       0.469       0.898
MA114F-3-fine-anm-00167.dat           0.264      -0.149      -0.109    1.13e-17         0.7     -0.0052     -0.0273      0.0437        5.71        0.83       0.377       0.772       0.525         1.4       0.964       0.623       0.955       0.616       0.532       0.907       0.656        0.59       0.951
MA114F-3-fine-anm-00168.dat           0.211      -0.121       0.146      0.0119       0.749      0.0251     -0.0773     -0.0383        7.14       0.765       0.282       0.682       0.578        1.43        1.19       0.446        1.18       0.446       0.342       0.783       0.489       0.403       0.913
MA114F-3-fine-anm-00169.dat           0.338      -0.079      0.0203       0.021       0.685     -0.0284     -0.0874     -0.0978        5.56       0.878       0.494       0.851       0.498        1.38        1.05       0.891        1.05       0.891       0.741       0.973       0.819       0.792       0.985
MA114F-3-fine-anm-00170.dat           0.259     -0.0394    4.82e-18     -0.0217       0.463     0.00823      0.0432      0.0279        4.97       0.908       0.559       0.888       0.458       0.927        0.71        0.62        0.71        0.62       0.764       0.977       0.835       0.812       0.987
MA114F-3-fine-anm-00171.dat           0.302       0.315       0.229    2.38e-17        1.13      -0.128      -0.201      0.0301        6.38       0.749       0.268       0.659       0.507        2.27        1.27       0.646        1.27       0.646        0.38       0.805       0.525       0.418       0.895
MA114F-3-fine-anm-00172.dat           0.184    -0.00682     -0.0358     0.00695       0.456    -0.00342     -0.0543       0.045         6.5       0.846       0.403       0.802       0.469         0.9        0.73       0.431        0.73       0.418       0.516       0.908       0.643       0.588       0.959
MA114F-3-fine-anm-00173.dat           0.209      0.0458      0.0722     -0.0338       0.564     0.00311     -0.0495       0.041        5.56        0.82        0.37        0.76       0.505        1.13       0.733       0.477       0.733       0.477       0.524       0.901        0.65       0.579       0.946
MA114F-3-fine-anm-00174.dat           0.305      -0.197      -0.108      0.0283       0.976     -0.0119      0.0622     -0.0298        6.22       0.811       0.313       0.733       0.505        1.97        1.02       0.808        1.02       0.808       0.569       0.898       0.687       0.592       0.931
MA114F-3-fine-anm-00175.dat           0.224      0.0362     -0.0093     0.00235       0.406      0.0241           0     -0.0226        6.03       0.916       0.552       0.898        0.43       0.814       0.575       0.559       0.575       0.559       0.818       0.976       0.875       0.848       0.986
MA114F-3-fine-anm-00176.dat           0.331     0.00403     -0.0211       0.026       0.835     -0.0379     -0.0275      0.0645        6.04       0.844       0.397       0.793       0.515        1.68        1.04       0.749        1.03       0.787       0.598       0.924        0.71       0.642       0.954
MA114F-3-fine-anm-00177.dat           0.337     -0.0136      -0.042     0.00278       0.952     -0.0525      -0.111    7.55e-18         5.9       0.821       0.354       0.764       0.471        1.93       0.928         0.8       0.905       0.844       0.639       0.905       0.742       0.638        0.93
MA114F-3-fine-anm-00178.dat           0.194      -0.276    3.37e-17     -0.0173       0.615      0.0482      0.0759     -0.0292        5.56       0.793       0.315       0.713       0.508        1.24       0.689       0.423       0.677        0.43        0.47       0.862       0.604       0.505       0.917
MA114F-3-fine-anm-00179.dat           0.197       0.116     -0.0459     -0.0238       0.767      0.0313     0.00803     -0.0128        7.31       0.733       0.256       0.631        0.47        1.55       0.734       0.434       0.734       0.434       0.407       0.813       0.549       0.425        0.88
MA114F-3-fine-anm-00180.dat           0.155       0.171     -0.0942      0.0373       0.652      0.0112      0.0343    2.21e-18        6.43       0.714       0.237       0.608       0.521        1.31       0.823       0.339       0.821       0.338       0.326       0.761       0.474        0.37       0.887
MA114F-3-fine-anm-00181.dat           0.238      -0.052      -0.111      0.0484       0.523    -0.00633      0.0332     -0.0214        5.85        0.86       0.455        0.82       0.486        1.05       0.858       0.529       0.857       0.522        0.55       0.923       0.671       0.622       0.965
MA114F-3-fine-anm-00182.dat           0.318       0.241     -0.0618     -0.0638       0.882     -0.0399      -0.123       0.107        5.96       0.818       0.361       0.765       0.543        1.77        1.31       0.707        1.31       0.707       0.464       0.876       0.599       0.529       0.943
MA114F-3-fine-anm-00183.dat           0.393      -0.121      0.0881      0.0594       0.764     0.00298     -0.0473     -0.0345        5.45       0.896       0.515       0.871       0.536        1.53        1.14       0.977        1.14       0.977       0.738       0.971       0.817       0.788       0.984
MA114F-3-fine-anm-00184.dat           0.377       0.184     -0.0472      0.0488       0.984     -0.0875      0.0481       0.047        6.11       0.797       0.383       0.738       0.514        1.97        1.29       0.896        1.27       0.898       0.567       0.918       0.685       0.619       0.954
MA114F-3-fine-anm-00185.dat           0.253       0.243      -0.382    2.77e-17       0.931      -0.111      -0.014     0.00701        6.47       0.725       0.271       0.632       0.546        1.86        1.34       0.539        1.34       0.539       0.341        0.78       0.488       0.396       0.905
MA114F-3-fine-anm-00186.dat           0.175       0.164     -0.0422      0.0107       0.587     -0.0448      0.0542      0.0278        5.85       0.775       0.299       0.692       0.542        1.18       0.775        0.39       0.774       0.387       0.405       0.832       0.548       0.459       0.919
MA114F-3-fine-anm-00187.dat           0.176        0.22           0      0.0278        0.69      0.0592      0.0716      0.0302         7.6       0.757       0.255       0.664       0.583        1.38       0.876       0.363       0.873       0.367       0.334       0.768       0.481       0.379       0.891
MA114F-3-fine-anm-00189.dat           0.217      0.0076      -0.121    7.41e-18       0.977       0.109       0.103      0.0286        6.51        0.72       0.223       0.628       0.526        1.97        1.27       0.464        1.27       0.464       0.293       0.726       0.442       0.336       0.876
MA114F-3-fine-anm-00191.dat            0.34       0.452       0.116      0.0889        1.47      -0.134      -0.211     -0.0991        6.76       0.732       0.231       0.621       0.482        2.95        1.01       0.791        1.01       0.791       0.459       0.809       0.595       0.427       0.841
MA114F-3-fine-anm-00192.dat           0.197       -0.16     -0.0635    1.06e-17       0.696      0.0383     0.00484     -0.0531        6.14       0.772       0.282       0.692       0.479         1.4       0.718        0.46       0.718        0.46       0.459       0.851       0.595       0.486       0.906
MA114F-3-fine-anm-00193.dat           0.192     -0.0281       0.147    -0.00943       0.817      0.0046      0.0732    -0.00461        7.59       0.713       0.235       0.616       0.543        1.66         1.2       0.421         1.2       0.421       0.299       0.735       0.447       0.349       0.889
MA114F-3-fine-anm-00194.dat           0.272     -0.0756     -0.0549    5.72e-18       0.567     -0.0314    3.84e-18     -0.0124        5.58        0.87        0.48       0.841        0.48        1.14       0.968       0.659        0.96       0.654       0.626       0.952       0.732       0.697       0.978
MA114F-3-fine-anm-00196.dat           0.341      -0.181      0.0464     -0.0236       0.771      0.0227       -0.07      0.0535        6.03       0.849       0.442       0.808       0.517        1.53        1.15       0.852        1.15       0.852       0.643       0.951       0.745       0.705       0.975
MA114F-3-fine-anm-00198.dat           0.164      0.0509     -0.0615      0.0152       0.566      0.0183      0.0389     -0.0273        6.14       0.769        0.29       0.694       0.566        1.14       0.942       0.374       0.939       0.374       0.362       0.802       0.508       0.426        0.92
MA114F-3-fine-anm-00200.dat           0.113     -0.0631    7.73e-18      0.0162       0.322     -0.0143     -0.0225      -0.022         inf       0.771        0.35        0.73       0.341       0.646       0.386       0.318       0.384        0.32       0.642       0.933       0.744       0.678       0.957
MA114F-3-fine-anm-00201.dat           0.136      0.0612     -0.0445     0.00476       0.447      0.0201     -0.0428    -0.00597        5.11       0.776       0.305       0.701       0.449       0.896       0.523       0.317       0.523       0.317       0.463       0.863       0.599       0.506       0.922
MA114F-3-fine-anm-00202.dat           0.319       0.114     -0.0144    7.02e-18       0.717     -0.0715    8.76e-18     -0.0592         5.4       0.855       0.445        0.82         0.5        1.34        1.16       0.702        1.16       0.702       0.563        0.93       0.682       0.638        0.97
MA114F-3-fine-anm-00203.dat           0.323       0.169     -0.0435      0.0822       0.884     -0.0262      0.0805     -0.0335        5.83       0.813       0.365       0.754       0.532        1.77        1.19        0.75        1.18       0.757       0.522       0.902       0.649       0.579       0.948
MA114F-3-fine-anm-00204.dat           0.377      0.0116     -0.0182      0.0178       0.676     -0.0187     -0.0397      0.0797        5.87       0.895       0.559       0.877       0.504        1.34        1.07        1.09        1.06        1.09       0.919       0.991       0.945       0.935       0.995
MA114F-3-fine-anm-00206.dat           0.203      -0.048     -0.0349    3.63e-18       0.481      0.0135      0.0127    -0.00116        7.43       0.833       0.422        0.79       0.475       0.892       0.775       0.432       0.775       0.432        0.52       0.911       0.647       0.595       0.962
MA114F-3-fine-anm-00207.dat           0.345       0.304     -0.0781     -0.0599       0.991     0.00773    0.000976     0.00494        6.27       0.814       0.349       0.743       0.516        1.98        1.23       0.808        1.23       0.808       0.517       0.894       0.644       0.566       0.941
MA114F-3-fine-anm-00208.dat            0.36    -0.00269     -0.0427       0.011       0.785    -0.00463      0.0737     -0.0347        5.62       0.842       0.458       0.807       0.491        1.58        1.07       0.984       0.993       0.929       0.743       0.958        0.82       0.773       0.973
MA114F-3-fine-anm-00209.dat           0.228      0.0601     -0.0437     -0.0472       0.596      0.0428     -0.0674    4.89e-18        6.14       0.842       0.382       0.792       0.516        1.18       0.788        0.54       0.785       0.552       0.572       0.921       0.689       0.627       0.956
MA114F-3-fine-anm-00210.dat           0.279       0.221     -0.0279      -0.014       0.745     -0.0689      0.0647      0.0119        6.63       0.766       0.375       0.707        0.51        1.49        1.27       0.629        1.27       0.629       0.456       0.875       0.592       0.528       0.948
MA114F-3-fine-anm-00211.dat           0.225      -0.058      0.0914    -0.00681       0.637      0.0263      0.0415      0.0357        6.43       0.842       0.352       0.791       0.511        1.29       0.847        0.47       0.847        0.47        0.45       0.862       0.588       0.506       0.931
MA114F-3-fine-anm-00212.dat           0.175         0.1     -0.0551     -0.0072       0.343     -0.0043      0.0052       0.017        4.64       0.894       0.509       0.866       0.439       0.688       0.531       0.398       0.531       0.398       0.659       0.957       0.757       0.722       0.978
MA114F-3-fine-anm-00213.dat           0.258       0.297      0.0762     -0.0193       0.905     -0.0161      0.0843      0.0544        6.45       0.783       0.285         0.7         0.5        1.82       0.967       0.569       0.962       0.555        0.42        0.83       0.561       0.452       0.899
MA114F-3-fine-anm-00214.dat           0.192     -0.0189      0.0298      0.0166       0.399     -0.0112      0.0345      0.0144        5.57       0.867       0.482       0.837       0.445       0.793       0.607       0.482       0.607       0.482       0.694       0.965       0.784       0.752       0.981
MA114F-3-fine-anm-00215.dat           0.233      -0.142      0.0564     -0.0193        0.55      0.0788     -0.0202      0.0264        6.14       0.818       0.424       0.772       0.471        1.09        0.93       0.524        0.93       0.524       0.521       0.911       0.647       0.595       0.962
MA114F-3-fine-anm-00216.dat           0.117     -0.0338      0.0533       0.012       0.307   -0.000547     -0.0087      -0.034         inf       0.824        0.38       0.781        0.41       0.619       0.411       0.293       0.411       0.293        0.58       0.925       0.696       0.635       0.958
MA114F-3-fine-anm-00217.dat           0.254       0.267           0     -0.0168       0.778     -0.0643     -0.0778     -0.0128        5.89       0.817       0.327       0.743       0.522        1.56       0.893       0.546       0.893       0.546       0.462       0.861       0.598       0.502        0.92
MA114F-3-fine-anm-00218.dat           0.267     -0.0431     -0.0237      -0.016       0.543     -0.0249     -0.0137      0.0518        6.73       0.867       0.491       0.835       0.497        1.06       0.961       0.596       0.961       0.596        0.59       0.942       0.704       0.666       0.975
MA114F-3-fine-anm-00219.dat           0.246     -0.0744      0.0699    -0.00642       0.451    -0.00404     -0.0212     -0.0202        4.97       0.928       0.545       0.908       0.505       0.902       0.711       0.632       0.711       0.632       0.789       0.981       0.854       0.834        0.99
MA114F-3-fine-anm-00220.dat           0.122      0.0499      0.0063    -0.00635       0.235    -0.00024     0.00382     -0.0118         inf       0.871       0.518       0.851       0.345       0.471       0.395       0.306       0.395       0.306       0.708       0.972       0.795       0.771       0.986
MA114F-3-fine-anm-00221.dat            0.19      -0.515    6.31e-17    3.15e-17       0.905     0.00845       0.134      0.0533        6.82       0.683        0.21       0.565        0.53        1.82        1.02       0.396        1.02       0.396       0.291       0.719       0.439       0.323        0.86
MA114F-3-fine-anm-00222.dat           0.165       0.236           0     -0.0298       0.669      0.0536      0.0844      0.0396        5.85       0.745       0.246        0.65       0.526        1.34       0.803       0.353       0.803       0.353        0.34       0.773       0.487       0.381       0.888
MA114F-3-fine-anm-00223.dat           0.344     -0.0792     -0.0203     -0.0156           1     -0.0577      -0.178     -0.0607        6.34       0.802       0.343       0.744       0.501        2.02        1.28       0.771        1.28       0.771        0.48       0.877       0.613       0.532       0.935
MA114F-3-fine-anm-00224.dat           0.229       0.222      0.0878      0.0455       0.959     -0.0441      -0.136    8.74e-18        6.92       0.741       0.239       0.632        0.47        1.92       0.756       0.525        0.75       0.524       0.437       0.814       0.576       0.427       0.858
MA114F-3-fine-anm-00225.dat           0.253      -0.165      0.0423     -0.0437        0.82      0.0855     -0.0339      0.0506        6.45        0.78       0.309       0.708       0.529        1.65        1.07       0.561        1.07       0.561       0.422       0.843       0.563       0.475       0.922
MA114F-3-fine-anm-00226.dat           0.203       0.297           0    1.82e-17       0.908     -0.0373    4.56e-18     -0.0678        7.59       0.727       0.224       0.625       0.532        1.82       0.942        0.43       0.935       0.433       0.332       0.759        0.48       0.359       0.866
MA114F-3-fine-anm-00227.dat           0.368      0.0858      -0.264      0.0175        1.11     -0.0235       0.374      0.0236        6.87       0.738       0.331       0.659       0.511        2.24        1.38       0.905        1.36       0.899       0.516       0.892       0.643       0.563       0.938
MA114F-3-fine-anm-00228.dat           0.397       0.254      0.0321      0.0161        1.34     -0.0899      -0.277     -0.0183        6.31       0.768       0.296        0.69       0.478        2.72        1.27       0.917        1.26       0.937       0.506       0.864       0.635       0.517       0.904
MA114F-3-fine-anm-00229.dat           0.157      0.0437     -0.0318    3.31e-18       0.322     0.00123      0.0195     -0.0208        4.18       0.894       0.487       0.864       0.444       0.646       0.495       0.358       0.495       0.358       0.634        0.95       0.738       0.698       0.975
MA114F-3-fine-anm-00230.dat           0.225        0.25      0.0643     -0.0163       0.589     -0.0291    3.56e-18     -0.0351        6.14       0.843       0.382       0.776        0.51        1.18       0.733       0.475       0.733       0.475       0.511       0.892       0.639       0.561       0.939
MA114F-3-fine-anm-00231.dat            0.37        0.24      0.0303     -0.0306         0.9     -0.0395     -0.0622      0.0292        5.92       0.837       0.411       0.786       0.509        1.81        1.27       0.922        1.27       0.922       0.608       0.937       0.717       0.667       0.966
MA114F-3-fine-anm-00232.dat           0.273      -0.401     -0.0507    2.48e-17        1.08     -0.0428      -0.132        0.13        6.33       0.751       0.252        0.64       0.498        2.17        0.98       0.636        0.98       0.636       0.437       0.828       0.576       0.448       0.882
MA114F-3-fine-anm-00233.dat            0.35    -0.00753     -0.0232      0.0294       0.599     -0.0112      0.0135      -0.139        4.97       0.919       0.585       0.901       0.496         1.2        0.91       0.786       0.908       0.798       0.765       0.976       0.837       0.812       0.987
MA114F-3-fine-anm-00234.dat           0.244      -0.115     -0.0632      0.0337       0.694     -0.0288     -0.0612     -0.0491        6.25       0.834       0.352       0.776       0.513        1.39       0.901        0.56       0.897       0.547        0.49       0.884       0.621       0.543       0.938
MA114F-3-fine-anm-00235.dat           0.319     -0.0845     -0.0793     -0.0637       0.691      0.0307      0.0944      0.0393        6.26       0.826       0.462       0.787       0.496        1.37        1.11       0.748        1.11       0.748       0.605       0.944       0.715       0.675       0.974
MA114F-3-fine-anm-00236.dat           0.262       0.462      -0.119      0.0602        0.95      0.0114      -0.181     -0.0588        6.19       0.771       0.276       0.683       0.492        1.89        1.05       0.626        1.04       0.605        0.43       0.839        0.57       0.467       0.907
MA114F-3-fine-anm-00237.dat           0.278       0.274      -0.199      0.0213       0.873      -0.081       0.172     -0.0363        6.03       0.794       0.318       0.717       0.504        1.75       0.983        0.65       0.967       0.626       0.481       0.869       0.614       0.518       0.921
MA114F-3-fine-anm-00238.dat           0.321      -0.184      0.0233     -0.0235       0.698      0.0681           0      0.0495         5.4        0.86        0.46       0.821       0.489         1.4        1.06       0.784        1.06       0.784       0.642       0.952       0.744       0.705       0.975
MA114F-3-fine-anm-00239.dat            0.18      -0.152       0.143     -0.0398       0.481      0.0185     -0.0224        0.04        8.35       0.791       0.374        0.72       0.527       0.934        0.88       0.412       0.879       0.406       0.448       0.871       0.586       0.523       0.948
MA114F-3-fine-anm-00240.dat            0.33      -0.161      -0.117       0.038        0.68      0.0694     0.00877      0.0227         5.4       0.898       0.485       0.866       0.553        1.35        1.05       0.752        1.05       0.752       0.632        0.95       0.737       0.698       0.975
MA114F-3-fine-anm-00241.dat           0.278      -0.138       0.076     -0.0405       0.588      0.0134      0.0162      0.0532        5.16       0.885       0.473       0.853       0.537        1.14        1.01       0.656           1       0.653       0.611       0.948        0.72       0.684       0.977
MA114F-3-fine-anm-00242.dat            0.24       0.122       0.192      0.0143       0.666     0.00343       0.018      0.0389        6.69       0.822        0.36       0.759       0.563        1.33        1.06       0.496        1.06       0.497       0.419       0.848        0.56       0.486       0.936
MA114F-3-fine-anm-00243.dat            0.39      -0.173      0.0443      -0.034       0.969      0.0199      0.0612      0.0686        6.11       0.826       0.402       0.782       0.491        1.95         1.3        0.85         1.3       0.881       0.554       0.915       0.675        0.61       0.954
MA114F-3-fine-anm-00244.dat           0.275       0.108     -0.0428     -0.0639        0.58     -0.0102     -0.0315    2.03e-18        5.36       0.881       0.473        0.85       0.466        1.16       0.799       0.721       0.797       0.734       0.762       0.968       0.834       0.799        0.98
MA114F-3-fine-anm-00245.dat           0.198      -0.105      0.0765    -0.00818       0.484      0.0365     -0.0145      0.0249        7.43       0.853       0.408       0.807       0.492       0.953       0.705       0.433         0.7       0.437       0.536       0.913       0.659       0.601       0.957
MA114F-3-fine-anm-00247.dat           0.387       0.119      0.0864     0.00925       0.955      0.0687      0.0176      0.0587        6.01        0.83       0.405       0.783       0.519        1.92        1.45       0.873        1.43       0.879        0.53       0.911       0.655       0.597       0.958
MA114F-3-fine-anm-00248.dat           0.378      -0.021       0.033     -0.0324       0.983       0.103      -0.125      0.0527        5.69       0.839       0.384       0.794       0.501        1.98        1.21        1.02        1.21        1.02       0.658        0.94       0.756       0.696       0.962
MA114F-3-fine-anm-00249.dat           0.248      -0.147      -0.231     -0.0172        1.02      0.0177      0.0546    3.51e-18        7.17       0.704       0.243       0.606       0.535        2.06         1.4       0.528         1.4       0.535       0.316       0.752       0.464       0.364        0.89
MA114F-3-fine-anm-00250.dat           0.279     -0.0873      -0.048     -0.0324       0.681      0.0463     -0.0983      0.0353         5.8       0.863        0.41       0.818       0.508        1.36       0.817       0.639       0.817       0.639       0.605       0.924       0.715       0.646       0.953
MA114F-3-fine-anm-00251.dat           0.258     -0.0691      0.0648      0.0243       0.623     0.00237     -0.0377      0.0803         5.8       0.849       0.415       0.807       0.524        1.25       0.971       0.611       0.971       0.622       0.565       0.928       0.683       0.634       0.966
MA114F-3-fine-anm-00252.dat           0.154     -0.0138    -0.00761     0.00406       0.289      0.0159     0.00876        0.01         inf       0.888       0.531       0.868       0.335        0.58       0.397       0.377       0.396       0.382       0.798       0.972        0.86       0.828       0.983
MA114F-3-fine-anm-00253.dat           0.179      -0.209      -0.152     -0.0326       0.689     -0.0227      -0.009     0.00628        6.43       0.749        0.26       0.652       0.516        1.38       0.768       0.393       0.768       0.393       0.381       0.805       0.525       0.417       0.893
MA114F-3-fine-anm-00254.dat           0.228     -0.0781     0.00987    -0.00495       0.817       0.083     -0.0457       0.012        6.19       0.766       0.279       0.686       0.577        1.63        1.32       0.502        1.32       0.502       0.342       0.782       0.489       0.403       0.912
MA114F-3-fine-anm-00255.dat           0.343       0.229      -0.029      0.0594           1      -0.125       0.197     -0.0757        6.34       0.781       0.342       0.721       0.473           2        1.24        0.75        1.21       0.782       0.503       0.886       0.632       0.549       0.935
MA114F-3-fine-anm-00256.dat           0.208      -0.124      0.0903    -0.00966       0.589    0.000619     0.00985      0.0781        6.43       0.822       0.353       0.762       0.544        1.18        0.84       0.457        0.84        0.46       0.462       0.873       0.598       0.524        0.94
MA114F-3-fine-anm-00257.dat           0.342       0.102     -0.0129     -0.0967       0.766     0.00929      -0.148      0.0938        5.71       0.877       0.446       0.846       0.508        1.54       0.992        0.92       0.991       0.918       0.744        0.96       0.821       0.777       0.975
MA114F-3-fine-anm-00258.dat           0.145      0.0131       0.208    1.28e-17       0.682      0.0529     -0.0833      0.0125        6.43       0.696       0.212       0.587       0.556        1.37        1.06       0.298        1.06       0.306       0.254        0.68       0.401       0.302       0.873
MA114F-3-fine-anm-00259.dat           0.342      0.0945     -0.0119    5.83e-18        1.13     -0.0161     -0.0845     -0.0546        6.22       0.804       0.304       0.721       0.514        2.25        1.18       0.769        1.18       0.769       0.472       0.859       0.606       0.501       0.911
MA114F-3-fine-anm-00260.dat           0.189     -0.0143     -0.0748     -0.0358       0.632     0.00539     -0.0283      0.0396        7.31       0.775       0.298       0.698       0.546        1.27       0.996       0.396       0.996       0.396       0.352       0.792       0.499       0.413       0.915
MA114F-3-fine-anm-00261.dat           0.161      -0.355     -0.0912    2.25e-17       0.693      0.0336     0.00425       0.011        6.69         0.7       0.232       0.595       0.591        1.39        1.16       0.333        1.16       0.333       0.262       0.692        0.41       0.313        0.88
MA114F-3-fine-anm-00262.dat           0.334      0.0914     -0.0503     0.00656       0.625     -0.0113      -0.024     -0.0193        5.53       0.893       0.535       0.867       0.507        1.22        1.04       0.723        1.03       0.738       0.656        0.96       0.755       0.725       0.981
MA114F-3-fine-anm-00263.dat           0.343      -0.112      0.0287      0.0296       0.732     0.00389      0.0618      -0.045        6.03       0.863       0.469       0.829       0.515        1.47        1.14       0.884        1.14       0.884       0.685       0.963       0.777       0.745       0.981
MA114F-3-fine-anm-00264.dat           0.376      -0.129      0.0332     -0.0848       0.782      -0.051     -0.0616      0.0317        5.83       0.854       0.481       0.827       0.499        1.56        1.19       0.986        1.17        1.07       0.793       0.979       0.857       0.834       0.988
MA114F-3-fine-anm-00265.dat             0.3      0.0186    -0.00737     0.00253       0.612      0.0366     0.00941      0.0355         5.8       0.895       0.491       0.866       0.495        1.23       0.905       0.684       0.894       0.682       0.651       0.952       0.751        0.71       0.974
MA114F-3-fine-anm-00266.dat           0.291     -0.0372      0.0587      -0.074        0.64      0.0197       0.103       -0.02        6.25       0.875       0.455       0.846       0.489        1.28       0.941       0.834       0.941       0.834       0.759       0.973       0.832       0.804       0.984
MA114F-3-fine-anm-00267.dat           0.277      -0.129      0.0332    8.17e-18        1.04      0.0126     0.00325    0.000821        6.61       0.765       0.267       0.676       0.586        2.08        1.29       0.597        1.29       0.597       0.365       0.797       0.511       0.411         0.9
MA114F-3-fine-anm-00268.dat           0.395      -0.139     -0.0176     -0.0555        1.04      0.0554      -0.171      0.0583         6.1       0.815       0.381       0.759       0.532        2.08        1.49       0.891        1.49       0.891       0.507       0.898       0.636        0.57        0.95
MA114F-3-fine-anm-00269.dat           0.411       0.144       0.037      -0.108        0.91      0.0429       0.132      0.0882        5.58       0.876       0.452        0.85       0.513        1.83        1.26         1.2        1.26         1.2       0.789       0.972       0.854       0.822       0.983
MA114F-3-fine-anm-00270.dat            0.37        0.16      -0.193      0.0478        1.06       0.078       0.166     -0.0596        6.38       0.787       0.349       0.729       0.482        2.16        1.44       0.907        1.44       0.902       0.513       0.897       0.641        0.57       0.946
MA114F-3-fine-anm-00271.dat           0.246      -0.108      0.0137    -0.00687       0.509    -0.00251      0.0398       0.029        5.56        0.89       0.484       0.862       0.493           1        0.79       0.587       0.783       0.587       0.664       0.959       0.761       0.727       0.979
MA114F-3-fine-anm-00272.dat           0.248      -0.362       0.093      0.0473       0.817      0.0651     -0.0611      -0.123        6.03       0.771       0.304        0.69       0.564        1.64        1.04       0.557        1.04       0.557       0.427       0.845       0.567       0.478       0.921
MA114F-3-fine-anm-00273.dat            0.29     -0.0389     -0.0827      0.0115        0.58     -0.0495      0.0464      0.0129         5.8       0.891       0.499       0.862        0.52        1.15        1.11       0.616        1.11       0.616       0.546       0.925       0.668       0.624       0.969
MA114F-3-fine-anm-00274.dat           0.314      -0.264      0.0678    1.67e-17       0.812       0.075      0.0704       0.013        5.76       0.854       0.387       0.802       0.547        1.64        1.13        0.72        1.13       0.705       0.518       0.902       0.645       0.578        0.95
MA114F-3-fine-anm-00275.dat           0.128     -0.0812     -0.0321     0.00549       0.352     0.00163    -0.00852     0.00408         inf        0.84       0.364       0.793        0.43       0.708        0.46       0.308       0.459       0.307       0.538       0.907       0.662       0.592       0.949
