Name                             IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
cement152-anm-02108.dat             6.1        11.8           0        1.49          30       0.178        2.83       -2.06        7.01        0.69       0.203       0.531       0.422        60.6        20.6        16.3        20.5        16.6       0.472       0.813       0.606       0.436       0.842
cement152-anm-02109.dat             5.1       -1.58       0.626        1.24        17.7         1.2       0.151      -0.568        6.71       0.727       0.288       0.649       0.454          35        23.5        12.1        23.5        12.1       0.423       0.845       0.564       0.479       0.925
cement152-anm-02113.dat            5.21        9.52           0      -0.599        19.4       -1.58        1.15        3.56        6.66       0.728       0.269       0.634       0.442          39        21.2        12.9        20.9        12.7       0.443       0.845       0.581       0.476       0.907
cement152-anm-02115.dat            5.89        5.81         2.3    3.82e-16          23       -1.46       -3.11     2.1e-16        6.76       0.727       0.256       0.645       0.476        46.4        23.7        14.4        23.7        14.4       0.434       0.836       0.573       0.461       0.898
cement152-anm-02119.dat            6.12      -0.862      -0.474       0.814        12.1       0.196       0.184       0.171        5.89       0.846       0.503       0.822        0.41        23.1        19.2        16.6        19.2        16.6       0.789       0.984       0.854       0.838       0.992
cement152-anm-02120.dat            6.84        12.6        1.59        2.41        24.1       -1.75        0.45        -1.5        6.81       0.721       0.284       0.627       0.528        48.2          37          15          37          15       0.355       0.794       0.501       0.415       0.914
cement152-anm-02122.dat            7.92        1.16           0      -0.147        17.1      -0.557       0.878      -0.338        5.62       0.876       0.464       0.845       0.456        34.5        23.1        19.4        23.1        19.4       0.689       0.954        0.78       0.735       0.972
cement152-anm-02125.dat             3.6          -3        1.19       0.203        10.5       0.939       -1.48      -0.963        6.49       0.738       0.342       0.696        0.34        21.4        11.6        11.6        11.6        11.7       0.741       0.939       0.819       0.749       0.959
cement152-anm-02126.dat             5.5        8.51           0      -0.535        24.9      -0.656        3.44       -1.93        6.63       0.737       0.221       0.644       0.477        50.5        25.4        11.8        25.3          12       0.336       0.761       0.483        0.36       0.863
cement152-anm-02129.dat            4.34      -0.498        1.06       0.463        10.8      -0.365       -1.12      -0.859         6.2       0.794       0.402       0.751       0.391        21.6          17        10.8        16.8        10.7       0.564       0.927       0.682       0.633       0.965
cement152-anm-02133.dat            8.38        2.03         1.9       0.531        19.4       -2.54       -1.85        1.25         5.9       0.833       0.431         0.8       0.436          39        28.6        18.7        28.6        18.7        0.56       0.923       0.679       0.625       0.962
cement152-anm-02136.dat            5.56       -4.86        2.67       0.349        14.4       0.881      -0.484        1.22        5.98       0.818       0.385       0.765       0.481        28.9        26.2          13        26.2          13       0.471       0.885       0.605       0.546       0.953
cement152-anm-02138.dat            16.4       -13.9        1.76      -0.882        42.3        4.07       -2.24        2.95        6.15       0.764       0.388       0.708       0.429        84.8          54        46.8        52.6        46.7         0.7       0.949       0.788       0.735       0.968
cement152-anm-02141.dat            6.23        -2.2      -0.278       -0.28        19.1        2.41        2.26        1.07        6.62       0.743       0.326       0.688       0.401        38.6        21.2        17.3        20.9        16.1       0.567       0.902       0.685       0.596       0.936
cement152-anm-02142.dat            5.17       -4.92       -1.95       0.668        15.6       0.647        3.39      -0.887        6.14       0.797       0.331        0.73       0.457        31.3          18        12.8          18        12.8       0.538       0.898       0.662       0.578       0.937
cement152-anm-02143.dat            7.79        2.07      -0.532       -1.77        21.1       -1.15        2.43        2.87        6.07       0.812        0.37       0.766        0.44        42.4        23.5        22.2        23.5        22.2       0.703       0.937        0.79       0.721       0.957
cement152-anm-02146.dat            6.51        4.12       -2.27    2.88e-16          16      -0.461        1.42       0.284        6.11         0.8       0.406       0.748       0.455        30.8        25.1        14.7        25.1        14.7       0.529       0.914       0.654       0.601       0.962
cement152-anm-02148.dat            7.63        2.52       -2.37      -0.218        14.4        -1.7       0.933       0.911        5.74       0.853       0.531        0.82       0.416        28.7        24.8        18.9        24.6        18.9       0.709       0.973       0.795       0.773       0.987
cement152-anm-02153.dat            5.61        -1.7       0.674       -1.16        15.1       -1.02       -1.61        1.39        5.98       0.822        0.37       0.764       0.443        30.4        16.2          16        16.1          16       0.724       0.935       0.806       0.731       0.955
cement152-anm-02155.dat            6.32        1.82           1       -2.22        16.8       0.687       -2.12        1.84         6.2       0.792       0.375       0.734       0.469        33.8        23.3        18.2        23.3        18.2       0.649       0.948        0.75       0.702        0.97
cement152-anm-02158.dat            6.16       -1.02       0.129       0.749        13.6       0.472      -0.343      0.0367        5.84        0.84       0.454       0.807       0.433          27        25.6        14.4        25.6        13.9       0.528       0.916       0.653       0.605       0.965
cement152-anm-02161.dat            6.58        3.22      -0.826      -0.209        15.9        1.25      -0.688        1.52         5.8       0.849       0.414       0.812       0.488        31.7        23.3        17.4        22.9        17.7       0.656       0.953       0.755       0.714       0.974
cement152-anm-02162.dat            6.09       -3.54        7.53      -0.523        20.6         3.8       -2.09       -1.11        6.58       0.741       0.295       0.669         0.5        41.5          35        14.7          35          15       0.393       0.829       0.536        0.46        0.93
cement152-anm-02163.dat             6.1       -5.29      -0.668       0.674        23.9        2.72        2.56       0.959        6.91       0.693       0.255       0.596       0.527          48        33.7        13.1        33.7        13.1       0.326       0.763       0.473       0.378       0.897
cement152-anm-02164.dat            4.62        -1.3       -2.76    1.87e-16          12       0.382           2       -1.12        6.32        0.77       0.384       0.719       0.417          23        21.1        11.8        21.1        11.8       0.534       0.919       0.658       0.611       0.966
cement152-anm-02165.dat            3.95       -5.09       -4.78       0.882        15.7      0.0486       0.772       0.935        6.75       0.731       0.251       0.626       0.523        31.3        18.5        8.96        18.4        8.71       0.363       0.793       0.509       0.404       0.894
cement152-anm-02172.dat            7.54        3.09        1.22       0.633          21      -0.817       0.323    5.38e-17        5.88        0.83        0.36       0.778       0.457        42.4        22.5        17.8        22.4        18.2        0.59       0.907       0.703       0.614       0.937
cement152-anm-02173.dat            3.94         8.7       -2.23       0.565        16.4       -1.77        1.29      -0.868         6.9       0.701       0.241       0.571       0.368        32.7          12        9.85        11.7        9.61       0.491       0.827       0.623       0.462       0.857
cement152-anm-02176.dat             3.9       0.209      -0.644       -0.43        13.5       0.454         1.4       0.932        6.65       0.732        0.29        0.66       0.493        26.2        22.3        8.54        22.3        8.34       0.345       0.787       0.492       0.408       0.915
cement152-anm-02177.dat            3.84        3.47       0.438       -0.22        11.4       -0.97       -1.17       0.837         6.2       0.771       0.336       0.711       0.371        23.2        13.4        11.2        13.4        11.2       0.636       0.929        0.74       0.669       0.954
cement152-anm-02180.dat            5.98       0.257       0.791       0.391        15.4      -0.312        1.64       -3.03        6.11       0.802       0.388       0.765       0.414        30.6          22        15.3        21.7        14.6       0.568       0.924       0.686       0.629       0.961
cement152-anm-02181.dat            4.01        5.25       -2.08       -1.45        14.4      -0.377      0.0476      0.0975        6.61       0.737       0.279       0.647       0.434          29        16.1        9.09        16.1        9.09       0.421       0.834       0.562       0.458       0.906
cement152-anm-02183.dat            3.73        2.04      -0.258      -0.393        14.5       -0.97        2.06        0.74        6.53       0.722       0.256       0.651       0.347        29.1        11.6        10.7        11.6        10.7       0.583        0.87       0.698       0.561       0.897
cement152-anm-02185.dat            6.41       -5.91       0.746        1.53        17.2       0.488         1.5      -0.513        6.08       0.811       0.372       0.748       0.457        34.5        20.1        14.8        20.1        14.8        0.56       0.907        0.68       0.601       0.943
cement152-anm-02186.dat            4.85        10.9        1.38       -1.39        21.2      -0.413    5.05e-17       -1.27        6.72       0.721       0.228       0.598       0.426        42.6        16.6        12.1        16.6        12.1       0.455       0.822       0.591       0.443       0.863
cement152-anm-02188.dat            6.55       -1.14        3.51        -1.2        20.1       -1.02      -0.959        2.55        6.41       0.771       0.326       0.708       0.471        40.2        28.5        15.6        28.5        15.6       0.461       0.872       0.597       0.523       0.939
cement152-anm-02194.dat            6.08        8.15           0       0.513        16.7      -0.177        2.81       -2.05        5.95       0.791       0.363       0.712       0.457        33.4        18.2        15.1        18.1        14.6       0.595       0.911       0.708       0.623       0.941
cement152-anm-02195.dat            9.55        -4.6    5.63e-16       -2.16        20.2        1.11       -2.37        1.04        5.76       0.851       0.472       0.809       0.452        40.4        25.4        26.5        24.7          25       0.793        0.96       0.857        0.81       0.974
cement152-anm-02200.dat            7.22       0.425       -1.31       0.755        19.1        1.16         1.4        -3.3         6.2       0.795       0.379       0.745       0.472        37.3        29.5        17.7        29.5        17.7       0.533       0.915       0.657       0.603       0.961
cement152-anm-02201.dat            7.87       -11.9    1.46e-15        3.06        28.5        2.97           0       -2.16        6.62       0.738       0.276       0.648       0.505        57.3        39.2        16.7        39.2        16.7       0.353        0.79         0.5       0.406       0.905
cement152-anm-02204.dat               6        1.02       0.262      -0.417        16.5        0.63       0.162           2        6.05        0.82       0.364       0.753       0.432          33        16.6        15.2        16.4        15.4       0.659       0.916       0.758       0.666        0.94
cement152-anm-02207.dat             5.3        10.1       -5.54        1.45        20.2      -0.353      0.0907       -1.12        6.65       0.733       0.263       0.632       0.561        40.5        27.4        11.5          27        11.2       0.338       0.774       0.485       0.387       0.897
cement152-anm-02209.dat            4.42        2.07        1.94       0.541        14.2       -1.16      -0.843       -1.73        6.45       0.753       0.311       0.683       0.482        28.4        21.5          10        21.4        9.97       0.404       0.835       0.546       0.467       0.928
cement152-anm-02212.dat            6.11       -3.03       -1.66       0.887        23.5        1.69        2.66        1.02        6.73       0.727       0.259       0.628       0.427        47.2          20          15          20          15       0.488       0.847        0.62       0.486       0.886
cement152-anm-02213.dat            5.55        -2.2       0.278       0.281        13.4     -0.0186       0.296      -0.749        6.38       0.755       0.416       0.711       0.403        26.7        20.5        15.5          20        15.7       0.678        0.96       0.772       0.737       0.979
cement152-anm-02216.dat            8.79       0.819       -0.99      0.0808        19.6       0.498       0.128     -0.0323        5.82       0.843       0.448       0.805       0.475          39          27        22.7          27        22.7       0.698       0.959       0.787       0.747       0.976
cement152-anm-02218.dat            7.09       0.145       0.445        1.44        15.6       -0.61       -1.88      -0.929        5.69       0.855       0.455        0.83       0.424        31.6        22.6        18.9        22.5        19.4       0.726       0.966       0.808       0.774        0.98
cement152-anm-02219.dat            7.51        5.22        3.79      -0.814        22.2       -2.81        1.54       -1.27        6.63        0.74       0.338       0.665       0.458        44.6        32.2        18.8        27.8        18.2       0.516       0.894       0.643       0.566       0.941
cement152-anm-02221.dat            7.58       -2.54       0.321      -0.323        14.5        0.49       -1.51      0.0997        5.56       0.887       0.523       0.868       0.444        28.5        25.1        18.7        24.9        19.5       0.731       0.978       0.811       0.792       0.989
cement152-anm-02224.dat            6.89        1.79      -0.709        1.06        21.1        1.18         2.5       -1.52         6.4       0.772       0.327       0.718       0.462        42.3        24.2        17.5        24.2        17.5       0.547       0.901       0.669       0.586       0.938
cement152-anm-02227.dat            4.46        1.72      -0.441       0.455         9.4      -0.205        1.07    6.69e-17        5.73       0.832       0.474       0.803       0.342        18.9        12.6        11.4        12.3        11.9       0.782       0.965       0.849        0.81       0.978
cement152-anm-02229.dat            5.62       -4.04       -1.04        1.36        16.3        2.38       0.612       -1.79        6.41       0.775       0.344       0.709       0.413        33.3        17.8        13.6        17.6        13.1       0.542       0.892       0.665       0.571       0.929
cement152-anm-02230.dat            3.67        1.97       -4.19       0.883        13.6      -0.591    7.24e-17       0.814        6.53       0.745        0.27       0.659       0.525        27.2        21.6        8.42        21.6        8.42       0.347       0.787       0.494       0.408       0.913
cement152-anm-02232.dat            7.95       -4.41       -1.75        1.22          17       0.689       -2.12      -0.572        5.76       0.853       0.466       0.822       0.458        34.1        24.9        20.6        22.8        24.9       0.891       0.976       0.926       0.898       0.986
cement152-anm-02236.dat             4.4       -3.04        1.67         2.2        11.8        1.41      -0.778      -0.888        6.57       0.725       0.373        0.68       0.389        23.3        17.2        18.7        15.5        15.4       0.808        0.97       0.868       0.834       0.982
cement152-anm-02238.dat            7.63        5.24      -0.662        1.36        17.5       -2.26       0.286        1.89        5.93       0.806       0.436       0.754       0.471          35        27.6        17.3        27.3        16.9       0.545        0.92       0.668       0.615       0.962
cement152-anm-02239.dat            5.35      -0.544       -0.14        1.02        12.1      -0.061       0.969       -1.77           6        0.82       0.443       0.783       0.421          24        17.7        14.9        17.7        14.9       0.721       0.968       0.804       0.773       0.982
cement152-anm-02240.dat            5.08      -0.271        -4.3        1.71        15.1        1.45        2.28       -1.48        6.55       0.745       0.336       0.681        0.45        29.1        23.3        11.5        23.3        11.5       0.441       0.864       0.579        0.51       0.942
cement152-anm-02241.dat            5.89       -7.12        2.82       -1.46          19        1.67           0      -0.429        6.28        0.77       0.311       0.695       0.511        38.1        30.3        14.1        30.2        13.8       0.406       0.838       0.548       0.472       0.932
cement152-anm-02243.dat            7.28        5.54        1.42        0.36        21.3       -1.57        1.47       -3.39        6.45       0.762       0.342       0.693       0.516        42.7        34.5        15.5        34.5        15.5       0.405       0.838       0.547       0.472       0.932
cement152-anm-02246.dat            5.74       -4.05        -1.6       0.832        15.7      -0.488       -2.56      -0.669        6.11       0.803       0.364       0.744       0.483        31.3        21.4        13.7        21.4        13.7       0.529       0.906       0.654       0.588       0.951
cement152-anm-02247.dat            4.05        2.42       -1.76      -0.571        10.4       -1.48    1.81e-16        1.79        5.98       0.799       0.388       0.753       0.373        21.1          15        9.64          15        9.64       0.542       0.914       0.665       0.605       0.957
cement152-anm-02248.dat            6.76         1.4       0.554      -0.387        15.9       -2.04       -1.48        3.04        6.09       0.802       0.426       0.775       0.395          32          23        19.3        22.7        19.7        0.73       0.966       0.811       0.777        0.98
cement152-anm-02253.dat            4.77       -17.1     2.1e-15       -2.16        28.3      -0.281        4.46    2.74e-16        7.18       0.671       0.168       0.529       0.478        56.8        23.8        10.7        23.8        10.7       0.291       0.708        0.44       0.297       0.817
cement152-anm-02256.dat            7.75       -1.33      -0.525     -0.0898        18.8        1.89       -1.04       -1.37        5.99       0.818       0.413       0.778       0.426          38        24.5          21        24.3        21.1       0.693       0.951       0.783       0.733       0.969
cement152-anm-02262.dat            5.98       -5.55       -4.03       0.432        17.1       -0.75        2.31      -0.961        6.29       0.782        0.35       0.725       0.483        34.3        24.9        15.1        24.9          15       0.514       0.902       0.642       0.579       0.952
cement152-anm-02267.dat            5.47         2.8           0      -0.176          13      -0.411      -0.874        1.76        5.88       0.828        0.42       0.785       0.392        26.1        18.7        13.5        18.6        13.9       0.628       0.944       0.733       0.687        0.97
cement152-anm-02269.dat            3.75        1.58       -3.36        1.75        12.2      -0.478     -0.0604       0.124        6.31       0.684       0.307       0.643       0.388        23.7        21.2        14.7          21        13.8       0.618       0.951       0.726       0.692       0.978
cement152-anm-02274.dat            5.09       -5.66        2.24    3.73e-16        19.4        2.33       -2.82       -2.66        6.58       0.729       0.262       0.645       0.465        38.9        24.6        12.1        24.6        12.1       0.389       0.818       0.533       0.439        0.91
cement152-anm-02279.dat            6.02       -1.27      -0.696      -0.572        14.3       -1.57       0.623         1.4         5.9       0.839       0.422       0.807       0.447          28        21.3          18        21.1        17.4       0.717       0.968       0.801       0.771       0.982
cement152-anm-02280.dat            4.93       0.993         1.2        1.46        14.9       -1.14       -1.38      -0.981        6.72        0.74        0.33       0.679       0.456        29.3        24.8          13        24.8          13       0.483       0.891       0.615       0.556       0.954
cement152-anm-02282.dat            8.62       -1.09       -0.43      -0.742        16.4       0.786       -0.95         3.8        5.65       0.872       0.527       0.853       0.408        32.8        26.8        22.2        26.8        22.2       0.749       0.978       0.824       0.804       0.989
cement152-anm-02283.dat            5.82        4.27       -1.69       0.289        14.6       -0.88        1.06      -0.876        6.02         0.8       0.397       0.745       0.462        29.5        24.2          15        24.2          15       0.563       0.929       0.681       0.635       0.968
cement152-anm-02285.dat            5.36        4.63        1.19    2.93e-16        16.3       -3.92        1.01        1.91        6.17       0.787       0.329       0.726       0.429        33.2        19.5        12.3        19.5        12.3       0.483       0.874       0.615       0.527       0.928
cement152-anm-02286.dat            4.47       -1.52        1.84    1.46e-16         9.7        1.05      -0.985      -0.182        6.24       0.802       0.461       0.761       0.353          19        16.1        11.1        16.1        11.1       0.637       0.955        0.74       0.707       0.979
cement152-anm-02289.dat            7.31        2.21         1.6       0.344        16.8       0.358       -1.88        0.49        5.85       0.836       0.434       0.796       0.451        33.8        22.2        20.5        22.2        20.5       0.749       0.962       0.825       0.783       0.977
cement152-anm-02291.dat            5.77       -1.11        5.79    3.61e-16        16.7         0.5       -1.54    9.91e-17        6.07       0.799       0.346       0.738       0.541        33.1        27.8        13.2        27.8        13.2       0.436       0.862       0.575       0.507       0.943
cement152-anm-02296.dat             8.7        2.82       -3.41        1.44        22.4       -1.92      -0.242       -2.66        6.05       0.811       0.389       0.759       0.489        44.7        33.7        20.7        33.7        20.7       0.532       0.912       0.657         0.6       0.958
cement152-anm-02301.dat            5.69        1.43        1.34       0.248        22.5       -3.83        2.78       -3.44        6.89       0.703       0.253       0.611       0.431        45.1        22.6        14.7        22.6        14.7       0.461        0.85       0.597       0.485       0.903
cement152-anm-02303.dat            9.62       -4.55       -4.28         1.6        22.9        2.24       0.575       -3.18        6.11       0.801        0.42       0.757       0.498        45.5        38.1        27.8        37.3        26.5       0.642       0.956       0.745       0.711       0.979
cement152-anm-02310.dat            7.32       -7.74      -0.978    4.78e-16        23.3       0.695       -3.64       -1.75         6.5       0.753       0.314       0.676       0.479        46.7        25.8        19.1        24.7          20       0.589       0.907       0.702       0.613       0.937
cement152-anm-02317.dat            7.96        2.75       -2.58        1.22        18.9      -0.811        4.25    2.65e-16        5.83       0.836       0.422       0.791       0.493        37.2        25.2        20.9        25.2        20.9       0.682       0.954       0.775        0.73       0.973
cement152-anm-02321.dat            7.68        1.16      -0.297       0.307        21.7        1.65        -3.5        1.26         5.8        0.84       0.354       0.786       0.565        42.3        30.6        17.5        30.6        17.5       0.487       0.888       0.619       0.551       0.947
cement152-anm-02322.dat            5.93        5.81       0.734      -0.739        16.5       -2.31      -0.292       0.295        6.18       0.798        0.36       0.731       0.468        32.7        19.9        14.5        19.7        14.9       0.585       0.919         0.7       0.628        0.95
cement152-anm-02326.dat            8.25       0.982       0.922      -0.741        15.7     -0.0646       -1.03        2.19        5.67       0.864       0.526        0.84       0.407        30.7        23.7        21.9        23.2        22.1       0.829       0.983       0.882       0.863        0.99
cement152-anm-02328.dat             5.6      -0.448      -0.421       0.743        12.6      -0.175    2.15e-17       -1.39        5.68       0.854       0.443       0.812       0.401        25.4        16.2        12.7        16.1        12.4       0.615       0.932       0.723       0.662       0.959
cement152-anm-02330.dat            10.7        8.96        -2.3       -1.76        25.9       -3.26       -1.79        1.21        6.27        0.78       0.414       0.714       0.486        51.1        36.8        28.2        36.6          29       0.671       0.956       0.767       0.726       0.975
cement152-anm-02332.dat            7.68       -1.81       -2.86      -0.428          16       0.106       0.555         1.2        5.98       0.825       0.479       0.795       0.442        31.4        28.1        20.9          28        20.4       0.686       0.969       0.778       0.754       0.986
cement152-anm-02334.dat            4.74      -0.381       0.811       0.651        11.5       0.868       0.343      -0.994        5.97       0.825       0.411       0.786       0.428        22.2        20.7        10.8        20.7        10.8       0.503       0.904       0.632       0.579        0.96
cement152-anm-02336.dat            5.17        5.46       -5.12      -0.945        17.3      0.0284      0.0874        1.46        6.82       0.722       0.299       0.634        0.51        34.8        28.2        12.1          28        12.1       0.387       0.824       0.531       0.452       0.927
cement152-anm-02341.dat            4.59       -4.46       -3.24    3.38e-16        16.7        3.81       0.482       0.485        6.86       0.705       0.275       0.608       0.448        33.4          21        10.2          21        10.2       0.384       0.813       0.529       0.433       0.908
cement152-anm-02342.dat             5.3        0.96        1.51      -0.113        13.4      -0.205       -1.08      -0.356        6.05       0.814       0.395        0.77       0.437        26.9        20.9        13.4        20.9        13.4       0.564       0.927       0.682       0.633       0.965
cement152-anm-02343.dat            5.87        2.75      -0.707    1.74e-16        20.2       -2.22        2.69       -1.92        6.53       0.759        0.29       0.681       0.421        40.6        19.5        14.6        19.4        14.3       0.508       0.868       0.637       0.524       0.908
cement152-anm-02344.dat            6.19       -5.98        1.54      -0.389        16.6       0.909       0.661        0.93        5.98       0.824       0.372       0.773       0.506        31.4        27.2          14        27.2          14        0.48        0.89       0.613       0.554       0.954
cement152-anm-02346.dat             6.3        1.09        3.35        1.66          17       0.365       -1.91    1.19e-16        6.06       0.809       0.369       0.753       0.524          34        24.4        14.4        24.2        14.3       0.498       0.894       0.629       0.561       0.948
cement152-anm-02347.dat            12.1       -4.96       -7.81           3        31.7      -0.228        3.63       0.694        6.09       0.804       0.381       0.754        0.51        63.2        43.2          29        43.2          29       0.554       0.917       0.675       0.613       0.956
cement152-anm-02348.dat             5.7        7.64       0.965       0.485        21.3       0.221      0.0875      -0.601        6.72       0.724       0.267       0.625       0.483          43        24.5        14.9        24.5        14.9       0.458       0.859       0.594       0.499       0.919
cement152-anm-02351.dat            4.38       -1.45      -0.183       0.375        9.08        1.03       0.264       0.203        5.94       0.838       0.482       0.816       0.305        18.2        12.4        11.5        11.9        12.4       0.842       0.971       0.892       0.857       0.982
cement152-anm-02358.dat            7.96        9.48       -5.21        0.68        22.3       0.513        1.58       -1.77        6.35       0.761       0.356       0.683       0.472        44.1        28.8        21.7        28.6        21.4       0.601       0.929       0.712       0.651       0.959
cement152-anm-02360.dat            7.59       -2.28       -4.84    3.28e-16        29.5       -1.71       0.217        4.37        6.98       0.702       0.257       0.628       0.479        60.2          36        17.7        35.6        16.9       0.365       0.794        0.51       0.406       0.895
cement152-anm-02361.dat            4.01       -5.73        1.47    3.62e-16        16.5      -0.872        1.85         1.3        6.85       0.702       0.243        0.62       0.397        33.2        16.9        10.7        16.9        10.7       0.451       0.846       0.588       0.478       0.903
cement152-anm-02367.dat            6.12        5.46       -0.69      -0.695        17.7      -0.982     1.2e-16      -0.922         6.1       0.792       0.346        0.73       0.475        35.4        21.8        17.4        21.8        17.3       0.621       0.931       0.728       0.664       0.957
cement152-anm-02378.dat            7.77      -0.621       0.979       -2.46        22.2      -0.596        0.56        3.19        6.28       0.781        0.35       0.731       0.474        43.4          31        20.2          31        20.2       0.552       0.918       0.673       0.615       0.959
cement152-anm-02379.dat            4.46         3.7       -4.47    3.55e-16        14.3       -1.53       -1.11       -1.38        6.53       0.763       0.311       0.691        0.49          28        22.8        10.4        22.6        10.4       0.415       0.845       0.556       0.482       0.935
cement152-anm-02381.dat            6.55        7.91      -0.999        2.59        18.1      -0.316       0.971       -1.86        6.28       0.783       0.363         0.7       0.493        36.2        22.2        15.3        21.9        15.3       0.542       0.903       0.665       0.588       0.943
cement152-anm-02382.dat            4.05       -5.19       -2.05      -0.351        14.4       0.201        -3.2       0.824        6.71       0.693       0.282        0.61       0.426        28.8          18        9.48          18        9.45       0.414       0.836       0.556       0.464       0.916
cement152-anm-02387.dat             6.4      -0.191       -3.03        2.52        18.8        2.21        1.61       -2.26        6.45        0.75       0.341         0.7       0.465        34.8        33.1        20.9        32.7        19.4       0.576       0.937       0.692       0.653       0.973
cement152-anm-02388.dat             7.5        3.24       0.409        1.29        16.2       0.776        1.22       0.471        5.86       0.841       0.463       0.811       0.457        31.2        27.1        24.2        26.5        25.2       0.878       0.993       0.917       0.909       0.996
cement152-anm-02389.dat            6.03       -6.98       -1.79       -1.37        20.1      -0.431      -0.917        1.39        6.91       0.717         0.3       0.642        0.49        39.7        35.6        13.8        35.6        13.8       0.367       0.808       0.513       0.434       0.924
cement152-anm-02391.dat            6.52       -5.75       -1.48        0.75        24.3      -0.394       0.101       0.258        6.25        0.78       0.268        0.69       0.521        48.8        27.3        14.1        26.5        13.9       0.387       0.808       0.531       0.422       0.893
cement152-anm-02392.dat            5.93        2.83        2.06        1.65        20.4      -0.968       -2.98       -1.24        6.87       0.703       0.291       0.625       0.461        40.7        28.3        14.1        28.3        14.1       0.416       0.842       0.558       0.475       0.926
cement152-anm-02394.dat            6.67       -2.23      -0.573        1.27        15.7         1.1       0.436       0.226        6.33       0.778       0.424        0.74        0.47        30.3        25.8        16.1        25.2        14.5       0.525       0.912        0.65       0.598       0.962
cement152-anm-02395.dat            7.99      -0.765       -2.35      -0.472        15.9        0.35        1.84       0.608        5.56        0.87       0.503       0.848       0.439        31.6        24.7        20.1        24.4        19.6       0.705       0.967       0.792       0.763       0.983
cement152-anm-02399.dat            17.7        -1.5       -7.87        5.82        45.2        2.42       0.957       -1.03         6.3       0.771       0.392       0.723       0.465        90.4        67.2        53.2        64.9        47.7       0.623       0.943       0.729       0.682        0.97
cement152-anm-02400.dat            6.85      -0.913        -1.1      -0.273        13.9       0.789       -2.43      -0.487           6       0.829       0.491       0.805       0.391        27.4        20.8        20.6        20.7        21.1       0.888       0.987       0.924       0.908       0.992
cement152-anm-02402.dat            7.12        2.17       -2.62       0.873        15.4      -0.362      -0.143       -3.08        5.91        0.83       0.463       0.795       0.433        30.8        24.8        19.1        24.8        19.1       0.693       0.967       0.783       0.755       0.983
cement152-anm-02404.dat            6.45        4.09       0.517    2.53e-16        13.9      -0.952    1.17e-16       -1.01        5.77        0.86       0.464       0.827       0.451        27.9          26        15.4          26        15.4       0.573       0.936       0.689       0.649       0.973
cement152-anm-02408.dat            9.11       0.686           0      0.0432        16.2        1.07       0.591       0.398        5.59       0.881       0.563       0.867       0.412        31.8        26.5        23.9        26.5        23.9       0.823       0.988       0.878       0.866       0.994
cement152-anm-02409.dat            9.47        3.99       -2.19      -0.286        21.6       0.591       0.152       -1.88        5.84        0.84       0.439       0.802       0.469        43.4        28.9        24.6        28.5        24.3       0.689       0.953        0.78       0.733       0.971
cement152-anm-02412.dat            5.25       -5.59        1.44       0.363        16.4       0.196        3.12    1.91e-16        6.34       0.774       0.319       0.705       0.464        32.8        20.1        13.1        19.8        13.2       0.517       0.892       0.644       0.563       0.938
cement152-anm-02413.dat            4.31       -2.59        3.13      -0.513        10.7      -0.356      -0.562       0.171         6.1       0.771       0.403       0.715       0.403        20.7        19.2          11        19.2        11.2       0.563       0.932       0.682        0.64       0.971
cement152-anm-02414.dat            8.99        4.48      -0.566      -0.861        20.3       -1.34      -0.739       -1.27         5.7       0.859       0.442       0.823       0.487          41        27.3        19.9        27.3        19.9       0.593       0.929       0.706       0.648        0.96
cement152-anm-02416.dat            5.14       -2.61       -3.16       0.258        21.3        2.61        1.89       -1.52        7.23       0.675       0.242       0.583       0.454        42.7        25.8        12.1        25.8        12.1       0.365       0.796       0.511       0.409       0.897
cement152-anm-02420.dat            5.06       0.554         2.9      -0.186        15.4       -2.64       0.334       -1.47        6.55       0.725       0.329        0.68       0.351        30.5          24        13.6          24        13.6       0.504         0.9       0.633       0.574       0.955
cement152-anm-02421.dat            6.12        -2.6      -0.329       0.331        13.4      -0.735       -1.56       0.949        5.86       0.848       0.455       0.816        0.42        26.9        21.4        16.3        21.3        15.8       0.661       0.959       0.759       0.725       0.979
cement152-anm-02428.dat            5.24       -2.59      -0.666       0.169        17.7       0.291        4.63    2.84e-16        6.47       0.769       0.296       0.694       0.432        35.6        20.8        12.4        20.8        12.4       0.454       0.858       0.591       0.498        0.92
cement152-anm-02432.dat            11.9       -4.91       -1.94        1.01        25.2        2.94        1.61       -1.09        5.94       0.824       0.469       0.788       0.489        50.8        39.5        36.2        39.1        35.8       0.803       0.982       0.864       0.845        0.99
cement152-anm-02433.dat            5.03       -5.36       0.678        0.34        18.3        0.15           0       -1.19        6.32       0.762       0.274       0.659       0.453        36.7        15.7        11.7        15.1        12.3       0.521       0.855       0.647       0.511       0.888
cement152-anm-02434.dat            5.63       -4.82        2.65        1.05        15.4        2.69           0       -0.34        6.07       0.814       0.366       0.759       0.505        30.5        27.5        14.5        27.5        14.5       0.501       0.902        0.63       0.577       0.959
